"","ID","Category","Unit","Rubric","Translation","Question","Choices","Solution","Image","Tags"
"81","82","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","언제 네안데르탈인이 멸종되었는지가 // 논의된다 / 이 학술지에서.","{{c1::When Neanderthals went extinct is discussed in this academic journal.}}","when / Neanderthals / went / extinct / is / discussed / in / this academic journal","","",""
"82","83","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","당신이 어디에서 왔는지는 // 덜 중요하다 / 당신이 어디로 가고 있는지보다.","{{c1::Where you come from is less important than where you’re going.}}","where / you / come from / is / less important / than / where / you / are going","","",""
"83","84","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","어떻게 당신이 당신의 상상력을 제어하고 사용하는지가 // 당신의 삶의 질에 영향을 미친다.","{{c1::How you control and use your imagination affects the quality of your life.}}","how / you / control / and / use / your imagination / affects / the quality of your life","","",""
"84","85","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","제안을 할 때는, / 왜 당신이 당신의 목적을 달성하고 싶은지가 // 명확하고 논리적이어야 한 다.","{{c1::In making a proposal, why you want to achieve your purpose should be clear and logical.}}","in making / a proposal / why / you / want to / achieve / your purpose / should / be / clear and logical","","",""
"85","86","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","기후가 어떻게 변해 왔는지는 // 매우 중요하다 / 현재의 지구온난화 추세를 가늠하는 데.","{{c1::How climate has changed is vital to assess current global warming trends.}}","how / climate / has / changed / is / vital / to assess / current global warming trends","","",""
"86","87","CHAPTER 02 주어의 이해","UNIT 09 명사절 주어Ⅰ","문장을 완성하라.","당신이 부유한지 가난한지는 // 우리 우정에 영향을 미치지 않는다.","{{c1::Whether you are rich or poor does not affect our friendship.}}","whether / you / are / rich or poor / does not / affect / our friendship","","",""
"87","88","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","누가 다음 대통령이 될지는 // 결정된다 / 유권자들에 의해.","{{c1::Who will be the next president is determined by voters.}}","who / will / be / the next president / is / determined / by / voters","","",""
"88","89","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","누구의 아이디어가 채택될지는 // 기밀로 유지된다.","{{c1::Whose idea will be adopted remains confidential.}}","whose / idea / will / be / adopted / remains / confidential","","",""
"89","90","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","무엇이 알츠하이머병을 유발하는지는 // 아직 정확히 알려지지 않았다.","{{c1::What causes Alzheimer’s Disease is not exactly known yet.}}","what / causes / Alzheimer’s Disease / is / not / exactly / known / yet","","",""
"90","91","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","무엇이 높은 사회적 신분의 상징으로 여겨지는지는 // 문화마다 다를 것이다.","{{c1::What is considered a status symbol will differ among cultures.}}","what / is / considered / a status symbol / will / differ / among / cultures","","",""
"91","92","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","우리가 무엇을 보는지는 // 주로 ~에 달려 있다 / 우리가 무엇을 찾는지에.","{{c1::What we see depends mainly on what we look for.}}","what / we / see / depends mainly on / what / we look for","","",""
"92","93","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","그 영화에서, / 주인공이 누구와 결혼하는지가 // 관객들을 흥미롭게 한다.","{{c1::In the movie, whom the main character marries interests the audience.}}","in the movie / whom / the main character / marries / interests / the audience","","",""
"93","94","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","무슨 대단한 일이 일어날지는 / 우리의 인생에서 // 모두 짐작만 할 뿐인 것[누구도 확실히는 모르는 것]이다.","{{c1::What great thing will happen in our life is anybody’s guess.}}","what / great thing / will / happen / in / our life / is / anybody’s guess","","",""
"94","95","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","어느 도시가 다음 올림픽을 개최할지가 // 오늘 발표될 것이다.","{{c1::Which city will host the next Olympic Games will be announced today.}}","which / city / will / host / the next Olympic Games / will / be / announced / today","","",""
"95","96","CHAPTER 02 주어의 이해","UNIT 10 명사절 주어Ⅱ","문장을 완성하라.","어느 친구들을 당신이 선택하는지는 // 당신의 인생에 중요한 영향을 미친다.","{{c1::Which friends you choose has a major influence on your life.}}","which / friends / you / choose / has / a major influence / on / your life","","",""
"96","97","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 기쁨이다 / 누군가를 완전히 믿는 것은.","{{c1::It’s a delight to trust somebody so completely.}}","it’s / a delight / to trust / somebody / so completely","","",""
"97","98","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 진실이다 // 건강이 재산보다 위에 있다는 것은.","{{c1::It is true that health is above wealth.}}","it / is / true / that / health / is / above / wealth","","",""
"98","99","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 좋지 않다 / 똑같은 독서 속도를 이용하는 것은 / 여러 가지 다른 유형의 책을 다루기 위해.","{{c1::It is not good to use the same reading speed to handle different types of books.}}","it / is / not good / to / use / the same reading speed / to / handle / different types of books","","",""
"99","100","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 중요하다 / 기억하는 것은 // 좋은 결정을 내린다 해도 나쁜 결과를 초래할 수 있음을.","{{c1::It’s important to remember that good decisions can still lead to bad outcomes.}}","it's / important / to / remember / that / good decisions / can / still lead / to bad outcomes","","",""
"100","101","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 놀랄 일이 아니다 // 과도한 패스트푸드가 / 비만의 원인이 될 수 있다는 것은.","{{c1::It’s no wonder that too much fast food can contribute to obesity.}}","it’s / no wonder / that / too much fast food / can / contribute / to / obesity","","",""
"101","102","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","현재로서는, / (~은) 확실하지 않다 // 저 너머에(지구 밖 우주에) 외계인이 존재하는지는.","{{c1::At this time, it is not certain whether there are aliens out there.}}","at this time, / it / is not / certain / whether / there / are / aliens / out there","","",""
"102","103","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 물리학으로 설명될 수 있다 // 어떻게 비행기가 나는지는.","{{c1::It can be explained by physics how an airplane flies.}}","it / can / be / explained / by / physics / how / an airplane / flies","","",""
"103","104","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~은) 미스터리이다 // 왜 그가 자리를 떠났는지는 / 갑자기.","{{c1::It is a mystery why he left his seat all of a sudden.}}","it / is / a mystery / why / he / left / his seat / all of a sudden","","",""
"104","105","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~해도) 소용없다 / 엎질러진 우유를 두고서 울어도.","{{c1::It is no use crying over spilt milk.}}","it / is / no use / crying / over / spilt milk","","",""
"105","106","CHAPTER 02 주어의 이해","UNIT 11 가주어 it","문장을 완성하라.","(~하는 것은) 가치가 있다 / 우리의 생각에 도전하는 것은 / 새로운 태도를 만들어 내기 위해.","{{c1::It is worth challenging our thinking to create a new attitude.}}","it / is / worth / challenging / our thinking / to / create / a new attitude","","",""
"106","107","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","(~은) 중요하다 / 학생들이 따라가는 것은 / 현대 디지털 트렌드에.","{{c1::It is important for students to keep up with modern digital trends.}}","it / is / important / for / students / to / keep up with / modern digital trends","","",""
"107","108","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","진정한 리더들은 공간을 만들어 준다 (다른 사람들이 빛날).","{{c1::Real leaders make space for others to shine.}}","real leaders / make / space / for / others / to / shine","","",""
"108","109","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","(~은) 당연하다 / 단어들이 의미가 변하는 것은 / 시간이 흐름에 따라.","{{c1::It is natural for words to change their meaning over time.}}","it / is / natural / for / words / to / change / their meaning / over time","","",""
"109","110","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","보행자들이 기다리고 있다 / 신호가 바뀌기를 / 빨간불에서 초록불로.","{{c1::The pedestrians are waiting for the lights to change from red to green.}}","the pedestrians / are waiting / for / the lights / to / change / from red to green","","",""
"110","111","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","(~이) 권고됩니다 / 우리 신입 사원들이 / 모든 부서에서 경험을 쌓는 것이.","{{c1::It is recommended for our new employees to gain experience in all departments.}}","it / is / recommended / for / our new employees / to / gain / experience / in all departments","","",""
"111","112","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","네가 조심성이 없었구나 / 우산을 또 잃어버리다니.","{{c1::It was careless of you to lose your umbrella again.}}","it / was / careless / of / you / to / lose / your umbrella / again","","",""
"112","113","CHAPTER 02 주어의 이해","UNIT 12 to부정사의 의미상의 주어","문장을 완성하라.","너는 현명하구나 / 이메일 첨부 파일을 열지 않다니 (모르는 출처로부터 온).","{{c1::It is wise of you not to open e-mail attachments from an unknown source.}}","it / is / wise / of / you / not to / open / e-mail attachments / from / an unknown source","","",""
"113","114","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","나는 정말 고맙다 / 네가 내가 숙제하는 것을 도와줘서.","{{c1::I really appreciate your helping me with my homework.}}","I / really / appreciate / your helping / me / with / my homework","","",""
"114","115","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","창문으로 햇빛이 들었음에도 불구하고, / 공기는 차가웠다.","{{c1::In spite of the sun shining through the window, the air was chilly.}}","in spite of / the sun / shining / through / the window, / the air / was chilly","","",""
"115","116","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","사람들에게 작은 요구를 하는 것이 / 가능성을 증가시킬 수 있다 / 나중에 그들이 더 큰 요구 를 수락할.","{{c1::Making a small request to people can increase the chances of their accepting a bigger request afterwards.}}","making / a small request / to / people / can increase / the chances of / their / accepting / a bigger request / afterwards","","",""
"116","117","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","가능성은 거의 없다 / 내가 장학금을 받을 / 이번 학기에.","{{c1::There is very little likelihood of my getting the scholarship this semester.}}","there / is / very little likelihood of / my / getting / the scholarship / this semester","","",""
"117","118","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","피터가 다른 사람들에 대해 불평하는 것은 / 그의 상황을 더 안 좋게 만들기만 할 것이다.","{{c1::Peter’s complaining about others will only make his situation worse.}}","peter’s complaining / about / others / will / only / make / his situation / worse","","",""
"118","119","CHAPTER 02 주어의 이해","UNIT 13 동명사의 의미상의 주어","문장을 완성하라.","정책 입안자들은 명심해야 한다 / 잘 만들어진 계획이 잘못될 가능성을.","{{c1::Policymakers should keep in mind the possibility of well-made plans going wrong.}}","policymakers / should / keep in mind / the possibility / of / well-made plans / going / wrong","","",""
